,id,text,label
0,5f0353a36202d8d6d28ee8b1,"e立淨團購】-全球首創專利高活氧消毒機,一天只要9元以內(出國不用扛消毒水，用自來水就可隨時製造了！)
邁入腸病毒高峰期，各小學幼兒園拉警報

疫情新聞：https://ppt.cc/fk4Nox

市面上最盛行的消毒液為次氯酸鹽，廣泛被利用，但大家不知道的是。。它有轉化成自由氯的危機，加上氯在某種形式下是有毒的，對於我那位醫學院背景的媽媽，總是再三叮嚀不要用次氯酸鹽，真是傷腦筋。。。

上週去澳洲果寶媽媽教室打工，有幸遇上發明e立淨的陳博士及e立淨本尊，小小的一瓶就像化妝水一樣!可以透過自來水即時製造超氧消毒液!不需化學物質，純天然!(就像澳洲果寶!)

利用高活性氧破壞細菌蛋白質外鞘，降低病毒活性(雖然我的生化跟微生物學都快要還給老師了，但基本的構造還是記得的^0^)

經過實驗證明：H1N1流感病毒、腸病毒、黑黴菌、沙門氏菌、大腸/肺炎桿菌…等10 種常見細菌都能有效滅除，殺菌率超過99.99%，廠商也皆提出驗證報告！

案例:新竹建*國小一個班級，使用2支，一遇拉警報即全面噴灑，剩2週滿一學期 仍未有災情傳出唷！

產品特色：
1.工研院專利技術 
2.全球首創高效消毒水即時製造裝置 
3.高效殺菌抗病毒 
4.用水做的消毒水，無防腐劑等化學添加物 
5.獲2017德國iF大獎 
6.榮獲日本GOOD DESIGN AWARD殊榮 
7.獲2017金點設計獎殊榮

使用方法：
每加一次水的容量，約可噴 100 次，內建鋰電池，直接使用 Micro USB 充電，據說充一次每天使用的話電續航力可達一個星期。

保固：半年
使用期限：無使用期限
活化晶球:可反應150次
介紹：
https://www.cool3c.com/article/135263

市售價:3600
麗嬰房特價:3420
SA媽團購價(含運)：2980元，前五台加贈Sa媽購物金100元。(價格請勿外流)
一天只要6~9元
滿10台抽活化晶球×1(加購價350元)
結單日期：6/20 （三）20:00

腸病毒高峰期，廠商出貨量大，儘早喊單預訂 才不會搶不到唷！

購買方式:
1.文下喊單+1，Sa媽私訊您匯款資料
2.匯款給Sa媽
3.結單後2個工作天出貨給您
*若急用 請私訊Sa媽，另行出貨
*此品項不適用其他品項合併運費

工研院研發，全球首創
✨e立淨消毒噴霧製造機
水💧➕電⚡️=消毒水💦
強效殺死細菌🤢病毒👿詳情請看: 
⭐️官方活動FB https://www.facebook.com/ELECLEAN.COM.TW/
⭐️產品介紹網頁 http://www.eleclean.com.tw/ecspray
🎬e立淨消毒噴霧產品介紹影片 https://youtu.be/5e1ZJkrRIFo
🎬應用影片https://youtu.be/jBFRy1zsFZk 
🎬操作說明 https://youtu.be/AmanoHot0dM
🖥TVBS 十點不一樣-免加藥劑清水變身消毒水 https://goo.gl/zETyBB",0
1,5f0353a36202d8d6d28ee8b2,"移轉至衛生福利部社會及家庭署（以下簡稱衛福部社家署）302專戶繼續運作。仁欽多吉仁波切仍持續捐贈大筆善款、物資到衛福部及所需單位，當遇到重大災害時，能在第一時間提供最立即直接的幫助，諸如高雄八八水災、瓦斯氣爆及新北市八仙樂園粉塵爆炸等。政府相關部門感念　仁波切善舉，特別列帳登錄，甚至以專函或感謝狀表達對於　仁欽多吉仁波切的感謝之意。仁波切歷年捐贈至內政部、衛福部的善款及善款幫助的對象、內容可參閱下列附表。

十多年來，仁欽多吉仁波切對社會的各種公益慈善捐款總額已累積達7,810萬元。仁波切不僅長期捐款到政府專戶持續幫助社會各角落需要的人，有時還直接捐款到需要的地方及時予以援助。像2016年臺南震災，仁波切立即代表「財團法人佛教澈贊法王基金會」捐出新臺幣100萬元，再以個人名義捐款新臺幣100萬元，同時再以「寶吉祥集團」和「寶吉祥佛教文化交流協會」的名義，分別捐助新臺幣100萬及50萬元（詳見臺南巿政府社會局0206強震捐款名冊第2頁及第8頁連結）。2018年花蓮大地震時，亦捐出500萬元協助災民重建家園。仁波切時時教導弟子，要將佛法用在生活中，而行善是做人最基本該做的事，仁波切更是身體力行，帶領大家落實社會關懷，凝聚眾人之力共同參與行善的公益大海。

仁波切證量具足，長懷慈心，將佛法實踐於世間法中，令人感動，歡喜讚歎，與之隨喜！

附表：
仁欽多吉仁波切歷年捐贈內政部、衛福部善款及幫助的對象、內容

新臺幣/元

日期	捐款人	捐款金額	捐款支出	備註
2005/09/27	仁欽多吉仁波切	4,520,634		捐贈至內政部供辦理公益慈善、社會福利之用
2006/09/07	仁欽多吉仁波切	4,681,276		捐贈至內政部作為社會救助、老人福利、身心障礙福利等項社會福利之用
2007/09/11	仁欽多吉仁波切	4,896,905		社會福利專用
2008/09/01	仁欽多吉仁波切	4,160,467		社會福利專用
2009/10/06	仁欽多吉仁波切	6,237,848		協助2009年莫拉克颱風救災專用
2010/10/04	仁欽多吉仁波切	6,001,838		社會福利專用
2011/06/25	仁欽多吉仁波切	2,162,157		社會福利專用
2011/08/14	仁欽多吉仁波切	6,136,059		社會福利專用
2012/06/14	仁欽多吉仁波切	2,487,562		社會福利專用
2012/09/21	仁欽多吉仁波切	6,983,860		社會福利專用
2013/06/18	仁欽多吉仁波切	3,010,401		社會福利專用
2013/12/03	仁欽多吉仁波切
（社團法人中華民國寶吉祥佛教文化交流協會）	7,556,610		社會福利專用
2013/11/06				原內政部301專戶轉至衛生福利部社會及家庭署302專戶共計37,508,669元
2013/12/16			1,889,152	匯撥至衛生福利部辦理急難救助。
2014/02/17			37,542	匯撥至衛生福利部辦理急難救助。
2014/05/02	仁欽多吉仁波切	100,000		社會福利專用
2014/05/19			300,000	致贈予支援學運殉職之苗栗縣大山派出所柯副所長雄飛家屬。
2014/05/27			25,250	匯撥至衛生福利部辦理急難救助。
2014/08/12			27,500	指定健保局愛心專戶使用
2014/09/12			2,250,000	轉捐103年高雄市氣爆受災戶生活重建專用
2014/10/27			500,000	匯撥至衛生福利部辦理急難救助。
2015/01/27			5,000	指定健保局愛心專戶使用
2015/02/10			7,500	指定健保局愛心專戶使用
2015/08/11			2,250,000	轉捐八仙塵暴案專用支出
2015/11/09			160,500	匯撥衛生福利部辦理急難救助
2015/12/07			5,250	指定健保愛心專戶使用支出
2015/12/21			1,200,000	老人社區照顧關懷據點專用支出
2016/07/15			308,900	指定轉捐原住民紋面長者生活照顧經費
2016/07/27	仁欽多吉仁波切
（社團法人中華民國寶吉祥佛教文化交流協會）	7,078,009		指定兒童及少年、婦女、老人、身心障礙福利專用
2016/09/20			16,300	指定健保愛心專戶使用支出
2016/10/25			70,000	指定轉捐原住民紋面長者生活照顧經費
2017/10/01	仁欽多吉仁波切	3,057,266		作為兒童及少年、婦女、老人、身心障礙社會福利及家庭支持之用
資料來源：政府部門專函及衛福部社家署302專戶網站 （網頁連結：衛生福利部社會家庭署首頁>政府資訊公開專區>本署302專戶接受各界捐款收支情形>公開徵信）

各界頒贈　仁欽多吉仁波切的專函、感謝狀一覽表

日期	專函、感謝狀內容	頒贈感謝函狀單位
2005/09/27	捐贈藏傳佛教直貢噶舉派阿彌陀佛無遮大超度法會所得善款新臺幣4,520,634元整（含與會者供養金及　仁欽多吉仁波切獨立捐贈），供辦理公益慈善社會福利業務使用	內政部
2006/09/07	捐贈新臺幣4,681,276元作為社會救助、老人福利、身心障礙福利等項社會福利之用	內政部
2007/10/04	捐贈新臺幣4,896,905元作為社會救助、老人福利、身心障礙福利等項社會福利之用	內政部
2008/09/01	捐贈新臺幣4,160,467元作為社會救助、老人福利、身心障礙福利等項社會福利之用	內政部
2009/10/06	捐助新臺幣6,237,848元，作為協助98年莫拉克颱風救災專用	內政部
2010/10/04	捐贈新臺幣6,001,838元作為社會救助、老人福利、身心障礙福利等項社會福利之用	內政部
2011/06/25	捐贈藏傳佛教直貢噶舉派祖師吉天頌恭794年紀念大法會所得善款新臺幣2,162,157元，至內政部301專戶，供辦理社會福利公益慈善之用	內政部
2011/08/14	捐贈藏傳佛教直貢噶舉派阿彌陀佛無遮大超度法會所得善款新臺幣6,136,059元整，至內政部301專戶，供辦理社會福利公益慈善之用	內政部
2012/06/14	捐贈藏傳佛教直貢噶舉派祖師吉天頌恭795年紀念大法會所得善款新臺幣2,487,562元，至內政部301專戶，供辦理社會福利公益慈善之用	內政部
2012/09/21	捐贈新臺幣6,983,860元辦理社會福利公益慈善之用	內政部
2013/06/18	捐贈新臺幣3,010,401元辦理社會福利公益慈善之用	內政部
2013/09/15	捐贈藏傳佛教直貢噶舉派阿彌陀佛無遮大超度法會所得善款新臺幣7,556,610元整，全數捐贈至社家署302專戶，供辦理社會福利公益慈善之用	衛生福利部社會及家庭署函
2014/08/19	捐助新臺幣300萬元整，作為協助103年高雄市氣爆受災戶生活重建專用	衛生福利部函
2016/01/08	捐贈11家公立老人福利機構保暖物品及枴杖等物品一批	衛生福利部社會及家庭署感謝狀
2016/02/04	捐贈9家公立兒童及少年安置教養機構院童毛帽、襪子一批	衛生福利部社會及家庭署感謝狀
2016/11/26	長期捐助有關國寶文面老人物資補助，嘉惠花蓮鄉民	花蓮縣秀林鄉公所感謝狀
2016/11/26	熱心社會公益關懷泰安鄉弱勢民眾暨國寶紋面老人，捐贈鄉民物資	苗栗縣泰安鄉公所感謝狀
2017/04/28	長期捐助有關國寶文面老人物資補助，嘉惠花蓮鄉民	花蓮縣秀林鄉公所感謝狀
2017/05/18	熱心社會公益關懷泰安鄉弱勢民眾暨國寶紋面老人，捐贈物資	苗栗縣泰安鄉公所感謝狀
2017/07/11	2016年捐助花蓮縣卓溪鄉原住民文面國寶長者	花蓮縣卓溪鄉公所感謝狀
2017/07/11	2017年捐助花蓮縣卓溪鄉原住民文面國寶長者	花蓮縣卓溪鄉公所感謝狀
2017/10/01	捐贈藏傳佛教直貢噶舉派阿彌陀佛無遮大超度法會所得善款新臺幣3,057,266元整，至社家署302專戶作為兒童及少年、婦女、老人、身心障礙社會福利及家庭支持之用	衛生福利部函
 

D0940927	D0950907
D0961004	D0961004-2
D0970901	D0970901-2
	
	
	
	
	
	
	
	
	
	
	
	
更新日期：2018 年 2 月 12 日

▲置頂

主選單
聲明啟示
第三十六任　直貢瓊贊法王
第三十七任　直貢澈贊法王
仁欽多吉仁波切
直貢澈贊法王歡喜嘉許　　　　仁欽多吉仁波切修行與利生功德
最新消息
法會開示
喜金剛圓滿
仁欽多吉仁波切殊勝著作　　《快樂與痛苦》
寶吉祥佛法中心
日本京都寶吉祥佛法中心
珍貴相簿
珍貴影音
度眾事蹟
寫信給　仁欽多吉仁波切
歷史檔案

搜尋

 搜尋
線上訪客: 23
今日訪客: 1919
總訪客: 595466
",0
2,5f0353a36202d8d6d28ee8b3,因為⋯⋯ 七月份的獎金300多塊 9月份應繳電費為零 也就是說八九兩個月 的電費 只有300多塊 應該 每個家庭的用電 不會這麼少吧,0
3,5f0353a36202d8d6d28ee8b4,"這可沒開玩笑喔！

一斤番薯葉～
抵十斤人蔘，只要「牛奶加上它」，三高、痛風、癌症都不見了！
太神奇了…！

https://youtu.be/yh7yp2Yte_A",0
4,5f0353a36202d8d6d28ee8b5,"燙到後快用它！連紅印和水泡都不會有！廚房肯定有，比沖水有效幾百倍！

http://healthdaily.tw/537/?from=linehot

認同的話，動動手指幫我們按讚＋分享唷！
",0
5,5f0353a46202d8d6d28ee8b6,107/11/24縣市長、議員、里長（第一階段）的領圈投票與公投的領圈投票（第二階段）是各自獨立的作業方式，完成第一階段後繼續往第二階段處排隊領公投票，中間ㄧ旦出了投開票所大門就視同放棄領公投票了，而且我們是不主動告知是否要領公投票的哦！在此先作説明，請大家多多幫忙宣傳。,0
6,5f0353a46202d8d6d28ee8b7,水都知道善念惡言，何況是你我的身體？一定要撥空看實驗短片，將可從此改變您一生的命運。請善念慈言對待身邊的人。https://www.youtube.com/watch?v=CfYkbiGrETs&feature=youtube_gdata_player,0
7,5f0353a46202d8d6d28ee8b8,好朋友們買櫻桃要小心裡頭都是蟲！吃時要注意,0
8,5f0353a46202d8d6d28ee8b9,洗澡用沐浴乳　醫：不要停留超過3分鐘,0
9,5f0353a46202d8d6d28ee8ba,҉在҉西҉里҉爾҉文҉中҉，҉ ҉҉҉ ҉是҉百҉萬҉的҉意҉思҉。҉這҉個҉字҉看҉起҉來҉很҉像҉雜҉訊҉，҉而҉且҉會҉和҉前҉一҉個҉字҉元҉重҉疊҉在҉一҉起҉。҉看҉起҉來҉很҉像҉文҉字҉馬҉賽҉克҉，҉但҉是҉卻҉又҉看҉得҉見҉字҉。҉在҉台҉灣҉，҉被҉稱҉作҉螞҉蟻҉文҉，҉在҉中҉國҉大҉陸҉則҉被҉稱҉作҉菊҉花҉文҉。҉在҉新҉版҉的҉ ҉i҉O҉S҉ ҉1҉0҉ ҉裡҉面҉，҉也҉有҉類҉似҉的҉功҉能҉，҉稱҉作҉隱҉形҉墨҉水҉。҉ ҉螞҉蟻҉文҉/҉菊҉花҉文҉是҉純҉文҉字҉，҉可҉以҉複҉製҉並҉貼҉上҉到҉,0
